Dev1/ai13 G input,Dev1/ai13 L input,Dev1/ai8 G input,Dev1/ai8 L input,Dev1/ai9 G input,Dev1/ai9 L input,Dev1/port0/line10 F output,Dev1/port0/line10 S output,Dev1/port0/line7 F output,Dev1/port0/line7 S output,Reached end condition,Session Finished,Tone F output,Tone S output,Trial name: Omer1-22.12.24 Finished,Trial name: Omer1-22.12.24 started
5.201,5.216,0.271,0.365,0.0,0.084,6.763,6.762,4.763,4.761,6.763,1295.134,4.454,4.254,6.764,0.0
5.328,5.391,0.464,0.558,0.182,0.657,13.368,13.367,11.373,11.366,13.368,,11.065,10.865,13.368,6.765
5.682,5.724,0.626,0.693,0.796,0.888,19.398,19.397,17.403,17.396,19.397,,17.095,16.895,19.398,13.369
6.046,6.078,0.772,0.819,0.941,0.981,24.942,24.941,22.947,22.94,24.941,,22.639,22.439,24.942,19.399
11.727,11.85,0.855,0.913,1.035,1.126,30.926,30.925,28.931,28.924,30.926,,28.624,28.424,30.927,24.943
11.921,11.972,1.012,1.057,1.153,1.186,37.274,37.273,35.279,35.272,37.273,,34.971,34.771,37.274,30.927
12.943,12.349,1.103,1.14,1.28,1.309,43.311,43.31,41.316,41.309,43.31,,41.008,40.808,43.311,37.274
13.17,12.547,1.167,1.208,1.341,1.388,50.063,50.062,48.068,48.061,50.062,,54.977,47.56,50.063,43.312
17.631,12.995,1.26,1.294,1.439,1.486,57.28,57.279,55.285,55.278,57.28,,60.595,54.777,57.28,50.064
17.841,13.204,1.321,1.414,1.524,1.564,62.898,62.897,60.903,60.896,62.897,,67.509,60.395,62.898,57.281
17.982,17.759,1.507,1.54,1.605,1.637,69.812,69.811,67.817,67.81,69.811,,74.276,67.309,69.812,62.899
17.999,17.911,1.624,1.649,1.663,1.696,76.578,76.578,74.584,74.577,76.578,,81.449,74.076,76.579,69.812
18.131,17.993,1.678,1.725,1.774,1.803,83.751,83.751,81.757,81.75,83.751,,88.52,81.249,83.752,76.579
18.265,18.057,1.75,1.789,1.827,1.864,90.822,90.821,88.828,88.821,90.822,,94.279,88.32,90.823,83.752
18.393,18.187,1.814,1.84,2.044,2.09,96.581,96.581,94.587,94.58,96.581,,100.026,94.079,96.582,90.823
18.531,18.316,1.999,2.118,2.14,2.212,102.329,102.328,100.334,100.327,102.328,,107.079,99.826,102.329,96.582
18.674,18.447,2.23,2.265,2.246,2.351,109.382,109.381,107.387,107.38,109.381,,113.361,106.879,109.382,102.329
18.825,18.581,2.319,2.489,2.455,2.522,115.663,115.663,113.669,113.662,115.663,,119.642,113.161,115.664,109.382
19.023,18.723,2.583,2.615,2.561,2.6,121.944,121.943,119.949,119.943,121.944,,125.238,119.442,121.944,115.664
19.174,18.865,2.651,2.702,2.63,2.726,127.541,127.54,125.546,125.539,127.54,,131.507,125.038,127.541,121.945
21.519,19.048,2.743,2.784,2.762,2.866,133.809,133.809,131.815,131.808,133.809,,138.809,131.307,133.81,127.541
21.582,19.225,2.846,2.901,2.964,3.008,141.112,141.111,139.117,139.11,141.111,,145.383,138.609,141.112,133.81
21.702,21.549,2.928,2.986,3.084,3.117,147.686,147.685,145.691,145.684,147.685,,151.953,145.183,147.686,141.112
22.919,21.623,3.102,3.131,3.146,3.239,154.256,154.255,152.261,152.254,154.255,,157.653,151.753,154.256,147.686
23.112,21.769,3.168,3.22,3.345,3.385,159.956,159.955,157.961,157.954,159.955,,164.548,157.453,159.956,154.256
23.244,23.022,3.259,3.322,3.472,3.602,166.851,166.85,164.856,164.849,166.85,,171.134,164.348,166.851,159.957
23.359,23.146,3.364,3.495,3.649,3.695,173.436,173.435,171.442,171.434,173.435,,176.679,170.934,173.436,166.852
23.493,23.284,3.582,3.625,3.727,3.77,178.982,178.981,176.988,176.981,178.982,,182.582,176.48,178.983,173.437
23.628,23.418,3.669,3.75,3.824,3.973,184.884,184.884,182.89,182.883,184.884,,189.489,182.382,184.885,178.983
23.759,23.551,3.788,3.949,4.017,4.14,191.791,191.791,189.797,189.79,191.791,,196.993,189.289,191.792,184.885
23.901,23.683,3.993,4.061,4.2,4.511,199.295,199.294,197.301,197.294,199.295,,202.514,196.793,199.295,191.792
24.045,23.818,4.087,4.261,4.561,4.603,204.817,204.816,202.823,202.816,204.817,,209.753,202.314,204.818,199.296
24.185,23.953,4.585,4.617,4.63,4.675,212.055,212.054,210.06,210.054,212.055,,216.685,209.553,212.056,204.818
28.932,24.097,4.646,4.719,4.688,4.735,218.987,218.986,216.993,216.986,218.987,,223.323,216.485,218.988,212.056
29.096,24.233,4.749,4.782,4.764,4.899,225.625,225.624,223.631,223.624,225.625,,229.579,223.123,225.626,218.988
29.193,29.02,4.878,4.926,4.996,5.018,231.881,231.88,229.887,229.88,231.881,,242.178,229.379,231.882,225.626
29.337,29.126,4.978,5.008,5.035,5.048,238.872,238.871,236.878,236.871,244.48,,249.202,236.37,238.873,231.882
29.468,29.257,5.027,5.041,5.061,5.076,244.48,244.479,242.486,242.479,251.504,,255.149,241.978,244.481,238.873
29.606,29.392,5.055,5.068,5.09,5.113,251.504,251.503,249.51,249.503,257.451,,262.247,249.002,251.505,244.481
29.749,29.524,5.082,5.098,5.14,5.243,257.451,257.451,255.457,255.45,264.549,,268.342,254.949,257.452,251.505
29.919,29.654,5.174,5.203,5.349,5.399,264.55,264.549,262.555,262.548,270.644,,274.747,262.047,264.55,257.452
30.119,29.793,5.264,5.366,5.519,5.551,270.644,270.644,268.65,268.643,277.049,,281.768,268.142,270.645,264.55
30.298,29.958,5.432,5.488,5.577,5.593,277.049,277.049,275.055,275.048,284.07,,288.397,274.547,277.05,270.645
35.253,30.15,5.567,5.585,5.608,5.623,284.07,284.069,282.076,282.069,290.7,,293.945,281.568,284.071,277.05
35.407,30.338,5.601,5.616,5.638,5.655,290.7,290.699,288.705,288.698,296.247,,300.132,288.197,290.701,284.071
35.533,35.34,5.63,5.646,5.676,5.796,296.248,296.247,294.253,294.246,302.434,,306.731,293.745,296.248,290.701
