Animal,Control,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Prediction,Reward
black10,0.1717171717171717,0.17676767676767677,0.23232323232323232,0.2222222222222222,0.2727272727272727,0.30808080808080807,0.3333333333333333,0.41919191919191917,0.4444444444444444,0.5252525252525253,0.9797979797979798,1.4393939393939394,2.1616161616161618
black11,0.06770833333333333,0.09895833333333333,0.15625,0.16666666666666666,0.171875,0.20833333333333334,0.2552083333333333,0.28125,0.3385416666666667,0.4270833333333333,1.1875,0.71875,1.4375
black13,0.2131979695431472,0.23857868020304568,0.24873096446700507,0.25380710659898476,0.3350253807106599,0.3197969543147208,0.3147208121827411,0.4213197969543147,0.5228426395939086,0.5685279187817259,0.6446700507614214,0.9289340101522843,2.1218274111675126
black14,0.40217391304347827,0.43478260869565216,0.5706521739130435,0.6684782608695652,0.7119565217391305,0.8913043478260869,0.8315217391304348,0.9510869565217391,0.967391304347826,1.0108695652173914,2.1739130434782608,1.1793478260869565,1.6630434782608696
black15,0.08205128205128205,0.10256410256410256,0.2,0.2153846153846154,0.26153846153846155,0.3487179487179487,0.35384615384615387,0.36923076923076925,0.40512820512820513,0.38461538461538464,0.4461538461538462,1.0102564102564102,2.235897435897436
black17,0.36082474226804123,0.44329896907216493,0.5257731958762887,0.6082474226804123,0.5876288659793815,0.5721649484536082,0.6701030927835051,0.6185567010309279,0.7319587628865979,0.6804123711340206,0.8247422680412371,1.2577319587628866,1.958762886597938
black18,0.26737967914438504,0.40106951871657753,0.40106951871657753,0.48663101604278075,0.45989304812834225,0.5401069518716578,0.44919786096256686,0.49732620320855614,0.5080213903743316,0.44919786096256686,0.7219251336898396,1.0962566844919786,1.6470588235294117
black6,0.3968253968253968,0.3968253968253968,0.5238095238095238,0.4708994708994709,0.5026455026455027,0.5291005291005291,0.5608465608465608,0.656084656084656,0.7248677248677249,0.7619047619047619,0.7936507936507936,1.4973544973544974,2.380952380952381
black7,0.04918032786885246,0.08743169398907104,0.07103825136612021,0.20218579234972678,0.24043715846994534,0.273224043715847,0.30601092896174864,0.31693989071038253,0.4644808743169399,0.41530054644808745,0.5245901639344263,1.2349726775956285,2.2076502732240435
black8,0.6751269035532995,0.8274111675126904,0.8223350253807107,0.8781725888324873,1.0609137055837563,1.0964467005076142,1.233502538071066,1.3350253807106598,1.5076142131979695,1.4720812182741116,1.598984771573604,1.6294416243654823,2.1116751269035534
black9,0.12041884816753927,0.2094240837696335,0.24083769633507854,0.387434554973822,0.518324607329843,0.5916230366492147,0.7068062827225131,0.7486910994764397,0.837696335078534,1.0157068062827226,1.1780104712041886,1.806282722513089,2.329842931937173
blue10,0.28865979381443296,0.27319587628865977,0.3556701030927835,0.3556701030927835,0.4639175257731959,0.5927835051546392,0.6752577319587629,0.7938144329896907,0.8608247422680413,0.9226804123711341,0.9690721649484536,1.4639175257731958,2.077319587628866
blue17,0.2914572864321608,0.33668341708542715,0.4120603015075377,0.4472361809045226,0.41708542713567837,0.4020100502512563,0.40703517587939697,0.40703517587939697,0.5778894472361809,0.49246231155778897,0.8291457286432161,1.020100502512563,1.9095477386934674
blue6,0.3894736842105263,0.5421052631578948,0.5684210526315789,0.631578947368421,0.7473684210526316,0.7684210526315789,0.9105263157894737,0.968421052631579,1.0315789473684212,1.105263157894737,1.5157894736842106,1.5,2.236842105263158
blue7,0.49214659685863876,0.5235602094240838,0.5340314136125655,0.6963350785340314,0.806282722513089,0.8586387434554974,0.8743455497382199,0.9267015706806283,1.0837696335078535,1.1361256544502618,1.1832460732984293,1.4607329842931938,2.5706806282722514
blue8,0.8978494623655914,0.956989247311828,1.0,1.1129032258064515,1.075268817204301,1.1720430107526882,1.2150537634408602,1.2903225806451613,1.3333333333333333,1.2903225806451613,1.3279569892473118,1.532258064516129,2.161290322580645
blue9,0.09473684210526316,0.1,0.14210526315789473,0.16842105263157894,0.22631578947368422,0.2631578947368421,0.34210526315789475,0.3894736842105263,0.4105263157894737,0.49473684210526314,0.8789473684210526,1.7157894736842105,2.2842105263157895
red6,0.47593582887700536,0.6042780748663101,0.7112299465240641,0.8663101604278075,1.0053475935828877,1.053475935828877,1.1497326203208555,1.2085561497326203,1.358288770053476,1.3262032085561497,1.5080213903743316,1.7754010695187166,2.267379679144385
