Dev1/ai13 G input,Dev1/ai13 L input,Dev1/ai8 G input,Dev1/ai8 L input,Dev1/ai9 G input,Dev1/ai9 L input,Dev1/port0/line10 F output,Dev1/port0/line10 S output,Dev1/port0/line7 F output,Dev1/port0/line7 S output,Reached end condition,Session Finished,Tone F output,Tone S output,Trial name: Omer1-22.12.24 Finished,Trial name: Omer1-22.12.24 started
5.316,5.375,0.125,0.241,0.0,0.071,6.92,6.919,4.92,4.918,6.919,1301.623,4.61,4.41,6.921,0.0
5.482,5.524,1.008,1.039,0.735,0.801,12.491,12.49,10.496,10.489,12.49,,10.188,9.988,12.491,6.923
10.602,10.607,1.059,1.075,0.897,1.026,19.483,19.482,17.488,17.481,19.483,,17.178,16.978,19.483,12.491
10.616,10.675,1.092,1.12,1.049,1.067,25.975,25.974,23.981,23.973,25.974,,23.672,23.472,25.975,19.484
10.756,10.806,1.152,1.177,1.082,1.104,32.929,32.928,30.934,30.928,32.929,,30.626,30.426,32.93,25.975
10.894,10.935,1.194,1.208,1.136,1.165,38.577,38.576,36.582,36.575,38.576,,36.274,36.074,38.577,32.93
11.141,11.19,1.222,1.234,1.186,1.201,45.809,45.808,43.814,43.807,45.808,,43.506,43.306,45.809,38.577
17.666,17.711,1.248,1.264,1.215,1.228,52.51,52.509,50.515,50.508,52.51,,50.207,50.007,52.511,45.809
17.782,17.84,1.297,1.312,1.242,1.256,58.34,58.339,56.345,56.338,58.339,,56.037,55.837,58.34,52.511
17.912,17.97,1.344,1.365,1.274,1.332,65.213,65.212,63.22,63.212,65.213,,70.206,62.71,65.214,58.34
18.048,18.108,1.387,1.411,1.356,1.377,72.509,72.508,70.514,70.507,72.508,,76.524,70.006,72.509,65.214
18.186,18.235,1.435,1.457,1.397,1.424,78.828,78.827,76.833,76.826,78.827,,82.359,76.324,78.828,72.51
18.307,18.358,1.483,1.562,1.447,1.469,84.662,84.661,82.668,82.661,84.662,,89.334,82.159,84.663,78.828
18.439,18.488,1.607,1.687,1.5,1.589,91.637,91.636,89.642,89.635,91.636,,96.137,89.134,91.637,84.663
18.6,18.645,1.705,1.719,1.63,1.672,98.44,98.439,96.446,96.438,98.439,,102.287,95.937,98.44,91.638
18.731,18.741,1.732,1.744,1.697,1.712,104.59,104.589,102.595,102.588,104.589,,109.755,102.087,104.591,98.44
18.747,18.799,1.755,1.765,1.726,1.738,112.058,112.057,110.063,110.056,112.058,,117.178,109.555,112.058,104.591
18.891,18.946,1.775,1.784,1.75,1.76,119.48,119.48,117.486,117.479,119.48,,124.594,116.978,119.481,112.059
19.051,19.114,1.794,1.802,1.77,1.78,126.897,126.896,124.903,124.895,126.897,,131.308,124.394,126.898,119.481
19.28,19.348,1.811,1.819,1.789,1.798,133.612,133.611,131.617,131.61,133.611,,137.066,131.108,133.612,126.898
19.419,19.637,1.828,1.837,1.807,1.815,139.369,139.368,144.678,137.367,139.368,,144.37,136.866,139.369,133.613
19.564,19.747,1.846,1.856,1.823,1.832,146.672,146.671,150.255,144.671,146.672,,149.947,144.17,146.673,139.37
19.647,19.826,1.868,1.883,1.842,1.851,152.249,152.248,156.577,150.248,152.249,,156.269,149.747,152.25,146.673
19.776,19.846,1.943,1.96,1.862,1.875,158.572,158.571,163.965,156.57,158.572,,163.655,156.069,158.572,152.25
19.836,19.965,1.973,1.984,1.893,1.933,165.958,165.957,170.097,163.956,165.957,,169.789,163.455,165.958,158.573
19.909,20.118,1.994,2.004,1.952,1.967,172.092,172.091,177.389,170.09,172.091,,177.08,169.589,172.092,165.959
20.057,20.271,2.018,2.047,1.979,1.989,179.384,179.383,182.903,177.382,179.383,,182.595,176.88,179.384,172.092
20.203,20.424,2.064,2.099,1.999,2.01,184.897,184.896,189.88,182.896,184.897,,189.572,182.395,184.898,179.385
20.373,21.268,2.137,2.26,2.027,2.084,191.875,191.874,196.008,189.873,191.874,,195.7,189.372,191.875,184.898
21.203,21.498,2.291,2.336,2.115,2.169,198.003,198.002,203.19,196.001,198.002,,202.882,195.5,198.003,191.876
21.423,21.647,2.363,2.379,2.237,2.275,205.185,205.184,210.456,203.183,205.185,,210.148,202.682,205.186,198.004
21.574,21.822,2.395,2.416,2.315,2.352,212.45,212.449,216.497,210.449,212.45,,216.189,209.948,212.451,205.186
21.75,21.932,2.45,2.478,2.372,2.387,218.492,218.491,222.506,216.49,218.491,,222.198,215.989,218.493,212.451
21.839,22.629,2.502,2.521,2.405,2.464,224.501,224.5,228.283,222.499,224.5,,227.975,221.998,224.501,218.493
22.57,22.762,2.541,2.645,2.49,2.511,230.278,230.277,233.885,228.276,230.278,,233.577,227.775,230.278,224.501
22.684,22.895,2.67,2.698,2.531,2.555,235.88,235.879,241.377,233.878,235.879,,241.069,233.377,235.88,230.279
22.832,23.012,2.767,2.819,2.632,2.658,243.372,243.371,247.377,241.37,243.372,,247.069,240.869,243.372,235.881
22.915,23.518,2.838,2.854,2.683,2.831,249.371,249.371,253.926,247.37,249.371,,253.618,246.869,249.372,243.373
23.444,23.667,2.868,2.882,2.847,2.862,255.921,255.92,260.769,253.919,255.92,,260.461,253.418,255.921,249.372
23.596,23.896,2.899,2.972,2.875,2.89,262.763,262.762,268.236,260.761,262.763,,267.927,260.26,262.764,255.922
23.82,24.119,3.005,3.065,2.915,2.954,270.23,270.229,274.908,268.228,270.23,,274.6,267.727,270.231,262.764
23.973,24.212,3.218,3.247,2.988,3.104,276.903,276.902,281.178,274.901,276.902,,280.87,274.4,276.903,270.231
24.148,24.329,3.312,3.345,3.137,3.2,283.173,283.172,287.998,281.171,283.173,,287.69,280.67,283.174,276.903
24.257,24.449,3.427,3.461,3.232,3.329,289.993,289.992,294.159,287.991,289.993,,300.739,287.49,289.994,283.174
24.389,24.577,3.543,3.674,3.364,3.408,296.152,296.151,301.047,294.15,296.152,,307.554,293.649,296.152,289.994
24.524,24.71,3.741,3.884,3.444,3.577,303.041,309.856,307.862,301.04,303.041,,313.473,300.539,303.042,296.153
