Animal,Control,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Prediction,Reward
black10,0.10714285714285714,0.12244897959183673,0.19387755102040816,0.2602040816326531,0.3112244897959184,0.33163265306122447,0.41836734693877553,0.4846938775510204,0.45918367346938777,0.42857142857142855,0.9336734693877551,1.0,1.8061224489795917
black11,0.3631578947368421,0.4421052631578947,0.4263157894736842,0.3736842105263158,0.5105263157894737,0.5210526315789473,0.5,0.5736842105263158,0.47368421052631576,0.5526315789473685,1.1368421052631579,0.6684210526315789,1.331578947368421
black13,0.2131979695431472,0.23857868020304568,0.24873096446700507,0.25380710659898476,0.3350253807106599,0.3197969543147208,0.3147208121827411,0.4213197969543147,0.5228426395939086,0.5685279187817259,0.6446700507614214,0.9289340101522843,2.1218274111675126
black14,0.44919786096256686,0.44385026737967914,0.5614973262032086,0.5882352941176471,0.6844919786096256,0.7379679144385026,0.7754010695187166,0.7647058823529411,0.839572192513369,0.8342245989304813,1.5401069518716577,0.9572192513368984,1.2994652406417113
black15,0.1111111111111111,0.14646464646464646,0.12626262626262627,0.17676767676767677,0.1919191919191919,0.2777777777777778,0.25757575757575757,0.2676767676767677,0.23232323232323232,0.25252525252525254,0.3181818181818182,0.702020202020202,1.803030303030303
black17,0.21025641025641026,0.17435897435897435,0.14358974358974358,0.19487179487179487,0.20512820512820512,0.18461538461538463,0.13846153846153847,0.23076923076923078,0.2923076923076923,0.21025641025641026,0.15384615384615385,0.3435897435897436,1.235897435897436
black18,0.4742268041237113,0.5360824742268041,0.5670103092783505,0.5927835051546392,0.6082474226804123,0.5721649484536082,0.6958762886597938,0.7216494845360825,0.8298969072164949,0.7938144329896907,1.0618556701030928,0.8711340206185567,1.3298969072164948
black6,0.20634920634920634,0.26455026455026454,0.31216931216931215,0.36507936507936506,0.3968253968253968,0.3544973544973545,0.42328042328042326,0.3544973544973545,0.43386243386243384,0.3968253968253968,0.3492063492063492,0.8835978835978836,1.8465608465608465
black7,0.2694300518134715,0.39378238341968913,0.39896373056994816,0.47668393782383417,0.46632124352331605,0.6424870466321243,0.7098445595854922,0.6217616580310881,0.7202072538860104,0.6476683937823834,0.7668393782383419,0.7616580310880829,1.766839378238342
black8,0.7208121827411168,0.8121827411167513,0.8223350253807107,1.015228426395939,0.9390862944162437,1.0558375634517767,1.0456852791878173,1.1421319796954315,1.16751269035533,1.2030456852791878,1.3756345177664975,1.284263959390863,1.9187817258883249
black9,0.328125,0.4427083333333333,0.53125,0.7447916666666666,0.78125,0.9166666666666666,0.9895833333333334,1.0052083333333333,1.078125,1.1354166666666667,2.09375,1.2135416666666667,1.8541666666666667
blue10,0.30412371134020616,0.44329896907216493,0.44329896907216493,0.634020618556701,0.7319587628865979,0.8917525773195877,0.9845360824742269,1.2164948453608246,1.2474226804123711,1.288659793814433,1.5463917525773196,1.8195876288659794,2.479381443298969
blue17,0.6700507614213198,0.7055837563451777,0.6548223350253807,0.7411167512690355,0.6649746192893401,0.7715736040609137,0.9137055837563451,0.8477157360406091,0.8883248730964467,0.817258883248731,1.2131979695431472,1.1522842639593909,1.6395939086294415
blue6,0.7513227513227513,0.7566137566137566,0.8095238095238095,0.8042328042328042,0.8783068783068783,0.9523809523809523,0.9259259259259259,0.9894179894179894,1.0,1.0105820105820107,0.9629629629629629,1.2486772486772486,1.7724867724867726
blue7,0.4595959595959596,0.46464646464646464,0.5656565656565656,0.6666666666666666,0.7121212121212122,0.7171717171717171,0.8333333333333334,0.8434343434343434,0.9343434343434344,0.8787878787878788,1.0656565656565657,1.1767676767676767,1.7828282828282829
blue8,1.0,1.0260416666666667,1.1041666666666667,1.0729166666666667,1.1458333333333333,1.2083333333333333,1.2395833333333333,1.2395833333333333,1.234375,1.1979166666666667,1.3541666666666667,1.296875,1.8177083333333333
blue9,0.1794871794871795,0.21025641025641026,0.23076923076923078,0.30256410256410254,0.358974358974359,0.4256410256410256,0.5076923076923077,0.6205128205128205,0.6,0.7487179487179487,1.2923076923076924,1.3025641025641026,1.8871794871794871
red6,0.16393442622950818,0.20218579234972678,0.22404371584699453,0.30601092896174864,0.33879781420765026,0.43169398907103823,0.45901639344262296,0.43169398907103823,0.45901639344262296,0.5191256830601093,0.4371584699453552,0.6721311475409836,1.273224043715847
