Animal,Control,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Prediction,Reward
black10,0.26288659793814434,0.3247422680412371,0.3556701030927835,0.31443298969072164,0.3917525773195876,0.44329896907216493,0.3556701030927835,0.42783505154639173,0.5567010309278351,0.520618556701031,0.5567010309278351,1.1649484536082475,1.9742268041237114
black11,0.4371584699453552,0.4644808743169399,0.5901639344262295,0.5901639344262295,0.6338797814207651,0.6612021857923497,0.73224043715847,0.8306010928961749,0.819672131147541,0.8087431693989071,0.8579234972677595,1.0,1.7486338797814207
black13,0.23979591836734693,0.21428571428571427,0.20918367346938777,0.22448979591836735,0.20408163265306123,0.27040816326530615,0.2755102040816326,0.33163265306122447,0.3979591836734694,0.47959183673469385,0.4897959183673469,0.7295918367346939,1.7091836734693877
black14,0.37894736842105264,0.49473684210526314,0.5842105263157895,0.6842105263157895,0.7947368421052632,0.8210526315789474,0.9526315789473684,0.9052631578947369,0.9947368421052631,1.105263157894737,1.8736842105263158,1.131578947368421,1.331578947368421
black15,0.02564102564102564,0.010256410256410256,0.010256410256410256,0.020512820512820513,0.03076923076923077,0.06666666666666667,0.07179487179487179,0.14358974358974358,0.15384615384615385,0.17435897435897435,0.2,0.37948717948717947,1.6
black17,0.8022598870056498,0.711864406779661,0.7627118644067796,0.8531073446327684,0.847457627118644,0.864406779661017,0.9265536723163842,0.9096045197740112,0.8757062146892656,0.8700564971751412,0.8418079096045198,1.0508474576271187,1.6836158192090396
black18,0.6701030927835051,0.6701030927835051,0.8608247422680413,0.8298969072164949,0.9123711340206185,0.9896907216494846,1.092783505154639,1.2216494845360826,1.1597938144329898,1.2731958762886597,1.6494845360824741,1.4845360824742269,1.7525773195876289
black6,0.45789473684210524,0.5052631578947369,0.5368421052631579,0.6210526315789474,0.7210526315789474,0.7421052631578947,0.8789473684210526,0.8421052631578947,0.9842105263157894,0.8210526315789474,1.2105263157894737,1.2894736842105263,2.2526315789473683
black7,0.6178010471204188,0.6387434554973822,0.7277486910994765,0.8795811518324608,0.8638743455497382,0.8900523560209425,0.9057591623036649,0.9424083769633508,0.8900523560209425,0.9319371727748691,0.9581151832460733,1.324607329842932,2.099476439790576
black8,0.8375634517766497,0.9137055837563451,0.9137055837563451,1.015228426395939,1.1827411167512691,1.1725888324873097,1.1573604060913705,1.1725888324873097,1.2944162436548223,1.385786802030457,1.9137055837563453,1.5380710659898478,1.7106598984771573
black9,0.11224489795918367,0.15816326530612246,0.1989795918367347,0.21428571428571427,0.3622448979591837,0.34183673469387754,0.413265306122449,0.5051020408163265,0.5051020408163265,0.5867346938775511,1.3571428571428572,1.469387755102041,2.1989795918367347
blue10,0.2604166666666667,0.328125,0.3958333333333333,0.5364583333333334,0.5833333333333334,0.7552083333333334,0.7395833333333334,0.8229166666666666,0.9895833333333334,0.921875,1.4322916666666667,1.5,2.140625
blue17,0.5842105263157895,0.6421052631578947,0.6105263157894737,0.6894736842105263,0.8263157894736842,0.8315789473684211,0.8,0.8473684210526315,0.8894736842105263,0.8368421052631579,0.8894736842105263,1.2052631578947368,1.5368421052631578
blue6,0.6631578947368421,0.8,0.9263157894736842,1.0210526315789474,1.1631578947368422,1.3578947368421053,1.3105263157894738,1.5105263157894737,1.5473684210526315,1.5473684210526315,1.4578947368421054,1.763157894736842,2.2842105263157895
blue7,0.4205128205128205,0.558974358974359,0.5948717948717949,0.6820512820512821,0.7794871794871795,0.8256410256410256,0.9846153846153847,0.9948717948717949,0.9846153846153847,1.1692307692307693,1.158974358974359,1.2974358974358975,2.0153846153846153
blue8,0.7435897435897436,0.8256410256410256,1.005128205128205,1.1282051282051282,1.158974358974359,1.2820512820512822,1.358974358974359,1.405128205128205,1.4153846153846155,1.435897435897436,2.482051282051282,1.5743589743589743,2.01025641025641
blue9,0.1693121693121693,0.1693121693121693,0.21164021164021163,0.21693121693121692,0.20105820105820105,0.25925925925925924,0.30687830687830686,0.3544973544973545,0.41798941798941797,0.4126984126984127,0.544973544973545,1.3650793650793651,2.3174603174603177
red6,0.3854166666666667,0.5104166666666666,0.4479166666666667,0.65625,0.7604166666666666,0.859375,0.9010416666666666,1.1197916666666667,1.125,1.3177083333333333,1.8072916666666667,1.4947916666666667,1.9583333333333333
