Animal,Control,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Prediction,Reward
black10,0.034482758620689655,0.13793103448275862,0.034482758620689655,0.13793103448275862,0.1724137931034483,0.10344827586206896,0.10344827586206896,0.2413793103448276,0.5172413793103449,0.6896551724137931,2.1379310344827585,2.2758620689655173,2.310344827586207
black11,0.42934782608695654,0.3858695652173913,0.45108695652173914,0.44565217391304346,0.358695652173913,0.375,0.40217391304347827,0.3858695652173913,0.33695652173913043,0.358695652173913,0.33152173913043476,0.42934782608695654,1.2228260869565217
black13,0.2131979695431472,0.23857868020304568,0.24873096446700507,0.25380710659898476,0.3350253807106599,0.3197969543147208,0.3147208121827411,0.4213197969543147,0.5228426395939086,0.5685279187817259,0.6446700507614214,0.9289340101522843,2.1218274111675126
black14,0.8105263157894737,0.8157894736842105,0.7789473684210526,0.7684210526315789,0.7368421052631579,0.6789473684210526,0.631578947368421,0.7157894736842105,0.7894736842105263,0.6736842105263158,2.431578947368421,0.6526315789473685,0.9052631578947369
black15,0.20603015075376885,0.19095477386934673,0.271356783919598,0.271356783919598,0.31155778894472363,0.3165829145728643,0.31155778894472363,0.37185929648241206,0.3417085427135678,0.35678391959798994,0.2914572864321608,0.5879396984924623,1.6331658291457287
black17,0.10309278350515463,0.08762886597938144,0.0979381443298969,0.09278350515463918,0.08762886597938144,0.020618556701030927,0.03608247422680412,0.061855670103092786,0.15463917525773196,0.0979381443298969,0.13402061855670103,0.2422680412371134,0.7216494845360825
black18,0.453551912568306,0.46994535519125685,0.4972677595628415,0.546448087431694,0.546448087431694,0.47540983606557374,0.4207650273224044,0.43169398907103823,0.4262295081967213,0.453551912568306,0.39344262295081966,0.40437158469945356,0.7978142076502732
black6,0.26153846153846155,0.24102564102564103,0.2205128205128205,0.2153846153846154,0.23076923076923078,0.27692307692307694,0.30256410256410254,0.2512820512820513,0.23076923076923078,0.21025641025641026,0.19487179487179487,0.29743589743589743,1.3692307692307693
black7,0.5692307692307692,0.5282051282051282,0.6974358974358974,0.6256410256410256,0.6923076923076923,0.6,0.6666666666666666,0.7025641025641025,0.6923076923076923,0.7230769230769231,0.9179487179487179,0.9025641025641026,1.6102564102564103
black8,0.6071428571428571,0.6173469387755102,0.7091836734693877,0.6122448979591837,0.7959183673469388,0.7397959183673469,0.7346938775510204,0.6632653061224489,0.7397959183673469,0.6173469387755102,0.6938775510204082,0.8418367346938775,1.2908163265306123
black9,0.5445026178010471,0.6544502617801047,0.6858638743455497,0.7696335078534031,0.8848167539267016,0.9214659685863874,0.9057591623036649,0.8743455497382199,0.9895287958115183,0.9528795811518325,1.0209424083769634,1.287958115183246,1.8795811518324608
blue10,0.6391752577319587,0.6082474226804123,0.711340206185567,0.788659793814433,0.9278350515463918,0.8969072164948454,0.9329896907216495,0.9381443298969072,0.9845360824742269,1.0360824742268042,1.365979381443299,1.4175257731958764,2.2061855670103094
blue17,0.40703517587939697,0.35678391959798994,0.48743718592964824,0.3768844221105528,0.33668341708542715,0.4020100502512563,0.31155778894472363,0.3869346733668342,0.37185929648241206,0.38190954773869346,0.40703517587939697,0.6733668341708543,1.5276381909547738
blue6,0.6720430107526881,0.6935483870967742,0.6236559139784946,0.6720430107526881,0.6881720430107527,0.553763440860215,0.6774193548387096,0.5698924731182796,0.510752688172043,0.5268817204301075,0.5268817204301075,0.7311827956989247,1.2688172043010753
blue7,0.546875,0.515625,0.546875,0.59375,0.5572916666666666,0.5104166666666666,0.6510416666666666,0.6302083333333334,0.625,0.5729166666666666,0.5729166666666666,0.6822916666666666,1.4895833333333333
blue8,0.5435897435897435,0.6666666666666666,0.5692307692307692,0.5743589743589743,0.6153846153846154,0.6307692307692307,0.6153846153846154,0.6205128205128205,0.6256410256410256,0.5333333333333333,1.0,0.6820512820512821,1.3076923076923077
blue9,0.5957446808510638,0.6329787234042553,0.6170212765957447,0.6968085106382979,0.723404255319149,0.7021276595744681,0.7872340425531915,0.7446808510638298,0.8297872340425532,0.7819148936170213,1.2127659574468086,1.0159574468085106,1.446808510638298
red6,0.4838709677419355,0.5,0.5483870967741935,0.5752688172043011,0.478494623655914,0.4838709677419355,0.5268817204301075,0.6559139784946236,0.5698924731182796,0.5967741935483871,0.6290322580645161,0.8387096774193549,1.5483870967741935
