Dev1/ai13 G input,Dev1/ai13 L input,Dev1/ai8 G input,Dev1/ai8 L input,Dev1/ai9 G input,Dev1/ai9 L input,Dev1/port0/line10 F output,Dev1/port0/line10 S output,Dev1/port0/line7 F output,Dev1/port0/line7 S output,Reached end condition,Session Finished,Tone F output,Tone S output,Trial name: first_v7 Finished,Trial name: first_v7 started
43.581,43.307,3.195,3.22,3.173,3.187,387.056,393.214,397.226,391.144,387.055,,384.687,384.487,393.215,380.545
44.735,43.651,3.282,3.311,3.206,3.254,393.215,399.295,404.105,397.219,393.214,,390.843,390.643,399.296,387.056
44.856,44.796,3.333,3.352,3.299,3.323,399.296,406.16,410.503,404.098,399.295,,396.918,396.718,406.161,393.215
44.955,44.894,3.372,3.392,3.343,3.362,406.161,412.525,417.312,410.496,406.16,,403.797,403.597,412.526,399.296
45.071,45.007,3.413,3.435,3.382,3.403,412.526,419.34,423.94,417.305,412.525,,410.195,409.995,419.341,406.161
45.205,45.135,3.469,3.521,3.424,3.449,419.341,425.996,430.088,442.999,419.34,,417.004,416.804,425.997,412.526
45.349,45.272,3.557,3.583,3.573,3.593,425.997,432.142,435.726,448.667,425.996,,423.632,423.432,432.143,419.341
45.504,45.414,3.602,3.62,3.612,3.63,432.143,437.81,443.006,455.885,432.142,,429.78,429.58,437.811,425.998
46.27,45.577,3.636,3.651,3.644,3.659,437.811,445.06,448.674,461.624,437.81,,435.418,435.218,445.061,432.144
46.564,46.339,3.665,3.678,3.672,3.686,445.061,450.721,461.631,468.551,445.06,,442.698,442.498,450.722,437.811
46.74,46.8,3.692,3.705,3.699,3.713,450.722,457.977,468.558,474.97,450.721,,448.366,448.166,457.978,445.061
47.576,47.635,3.72,3.737,3.728,3.746,457.977,463.669,474.977,481.464,457.977,,455.584,455.384,463.671,450.722
47.728,47.803,3.757,3.786,3.771,3.799,463.67,470.608,481.471,488.782,463.67,,461.323,461.123,470.609,457.978
47.882,47.963,3.809,3.832,3.82,3.847,470.609,476.995,488.789,496.139,470.608,,468.25,468.05,476.996,463.671
48.038,48.127,3.859,3.879,3.87,3.887,476.995,483.559,496.146,502.545,476.995,,474.669,474.469,483.56,470.609
48.212,48.277,3.895,3.909,3.902,3.917,483.56,490.801,502.552,515.556,483.559,,481.163,480.963,490.802,476.996
48.393,48.498,3.924,3.94,3.932,3.948,490.801,498.236,509.063,522.638,490.801,,488.481,488.281,498.237,483.56
48.858,48.929,3.955,3.97,3.962,3.978,498.236,504.591,515.563,528.51,498.236,,495.838,495.638,504.593,490.802
51.123,51.183,3.986,4.014,3.997,4.201,504.592,511.083,522.645,535.411,504.592,,502.244,502.044,511.084,498.237
51.236,51.285,4.078,4.135,4.234,4.291,511.084,517.571,528.517,541.75,511.083,,508.755,508.555,517.572,504.593
51.339,51.402,4.179,4.216,4.384,4.398,517.572,524.682,535.418,548.478,517.571,,515.255,515.055,524.683,511.084
51.464,51.53,4.311,4.374,4.409,4.419,524.682,530.607,541.757,555.489,524.682,,522.337,522.137,530.609,517.572
51.604,51.675,4.391,4.404,4.428,4.438,530.608,537.447,548.485,561.489,530.608,,528.209,528.009,537.448,524.683
51.757,51.828,4.414,4.423,4.448,4.461,537.447,543.813,555.496,567.783,537.447,,535.11,534.91,543.814,530.609
51.914,51.984,4.433,4.442,4.58,4.628,543.813,550.539,561.496,573.332,543.813,,541.449,541.249,550.541,537.448
53.639,53.697,4.454,4.473,4.648,4.662,550.54,557.549,567.79,579.504,550.54,,548.177,547.977,557.55,543.814
53.763,53.824,4.614,4.639,4.673,4.682,557.55,563.528,573.339,586.717,557.549,,555.189,554.989,563.529,550.541
53.905,53.976,4.656,4.668,4.689,4.695,563.529,569.825,579.511,592.627,563.528,,561.188,560.988,569.826,557.55
54.069,54.139,4.678,4.686,4.702,4.708,569.826,581.572,586.724,599.73,569.825,,567.482,567.282,575.398,563.53
57.494,57.555,4.692,4.698,4.714,4.72,575.398,588.736,592.634,606.228,575.397,,573.031,572.831,581.573,569.827
57.626,57.634,4.704,4.71,4.726,4.733,581.573,594.728,599.737,611.924,581.572,,579.203,579.003,588.737,575.398
57.705,57.737,4.719,4.723,4.74,4.749,588.737,601.756,606.235,619.445,588.736,,586.416,586.216,594.729,581.573
57.807,57.85,4.729,4.736,4.76,4.798,594.729,608.236,611.932,625.481,594.729,,592.326,592.126,601.758,588.737
57.916,57.97,4.745,4.755,4.809,4.816,601.757,613.98,619.452,631.726,601.757,,599.429,599.228,608.237,594.73
58.05,58.116,4.771,4.787,4.824,4.83,608.237,621.542,625.488,639.093,608.237,,605.927,605.727,613.981,601.758
58.192,58.263,4.804,4.813,4.835,4.841,613.981,627.538,631.733,646.521,613.981,,611.624,611.424,621.543,608.238
58.333,58.391,4.82,4.826,4.846,4.851,621.543,633.745,639.1,652.534,621.542,,619.144,618.944,627.539,613.982
58.454,58.509,4.832,4.838,4.856,4.862,627.539,641.156,646.528,658.579,627.538,,625.18,624.98,633.746,621.543
58.63,58.66,4.843,4.848,4.867,4.872,633.746,648.58,652.541,665.364,633.745,,631.425,631.225,641.157,627.539
58.753,58.808,4.854,4.859,4.878,4.883,641.157,654.577,658.586,671.047,641.156,,638.792,638.592,648.581,633.746
58.897,58.936,4.865,4.87,4.889,4.896,648.581,660.678,665.371,677.823,648.581,,646.22,646.02,654.578,641.157
64.621,64.673,4.876,4.881,4.902,4.909,654.578,667.45,677.831,685.22,654.577,,652.233,652.033,660.679,648.582
64.735,64.789,4.887,4.892,4.916,4.924,660.679,673.125,685.227,691.983,660.678,,658.278,658.078,667.451,654.578
64.854,64.885,4.898,4.905,4.933,4.944,667.451,679.85,691.99,699.059,667.45,,665.063,664.863,673.126,660.679
64.95,64.995,4.912,4.92,4.967,4.984,673.126,687.305,699.066,705.146,673.125,,670.746,670.546,679.851,667.452
65.06,65.114,4.928,4.938,5.005,5.017,679.851,694.072,705.153,710.959,679.85,,677.522,677.322,687.306,673.127
65.181,65.246,4.952,4.998,5.026,5.033,687.306,701.148,710.966,717.591,687.305,,684.919,684.719,694.073,679.851
65.324,65.392,5.011,5.022,5.041,5.047,694.073,707.183,717.598,724.855,694.072,,691.682,691.482,701.15,687.307
65.493,65.558,5.03,5.037,5.054,5.06,701.149,712.986,724.862,730.424,701.149,,698.758,698.558,707.184,694.074
65.626,65.69,5.044,5.051,5.066,5.073,707.184,719.679,730.431,736.379,707.183,,704.845,704.645,712.987,701.15
65.755,65.827,5.057,5.063,5.08,5.087,712.987,726.861,736.386,743.042,712.986,,710.658,710.458,719.68,707.184
65.904,65.983,5.07,5.076,5.095,5.103,719.68,732.45,743.049,749.326,719.679,,717.29,717.09,726.862,712.987
66.116,66.194,5.083,5.09,5.115,5.134,726.862,738.477,749.333,756.134,726.861,,724.554,724.354,732.451,719.681
66.313,66.393,5.098,5.108,5.212,5.242,732.451,745.099,756.141,762.849,732.45,,730.123,729.923,738.478,726.862
66.455,66.523,5.123,5.201,5.261,5.276,738.478,751.327,762.856,768.959,738.477,,736.078,735.878,745.101,732.451
66.588,66.663,5.251,5.268,5.289,5.3,745.1,758.14,768.966,776.308,745.1,,742.741,742.541,751.329,738.478
66.731,66.985,5.283,5.295,5.311,5.321,751.328,764.877,776.315,783.266,751.328,,749.025,748.825,758.141,745.101
66.881,67.108,5.305,5.315,5.332,5.342,758.141,770.961,783.273,789.489,758.141,,755.833,755.633,764.878,751.329
67.044,67.527,5.326,5.337,5.354,5.366,764.878,778.4,789.496,796.61,764.877,,762.548,762.348,770.962,758.142
67.487,67.721,5.348,5.36,5.381,5.402,770.962,785.326,796.617,804.033,770.961,,768.659,768.459,778.402,764.879
67.642,68.695,5.373,5.39,5.451,5.469,778.401,791.527,804.04,810.101,778.401,,776.007,775.807,785.327,770.963
68.607,71.055,5.461,5.477,5.485,5.504,785.327,798.686,810.108,817.463,785.326,,782.965,782.765,791.528,778.402
70.994,71.161,5.494,5.559,5.549,5.568,791.528,806.1,824.943,824.937,791.527,,789.188,788.988,798.687,785.327
71.118,71.273,5.576,5.59,5.583,5.597,798.687,812.18,831.88,831.873,798.686,,796.309,796.109,806.101,791.528
71.217,71.39,5.604,5.616,5.61,5.623,806.101,819.55,837.445,837.438,806.1,,803.732,803.532,812.181,798.687
71.332,71.513,5.63,5.645,5.637,5.655,812.181,827.019,850.153,844.243,812.18,,809.8,809.6,819.551,806.101
71.451,71.638,5.665,5.721,5.685,5.703,819.551,833.92,856.839,850.146,819.55,,817.162,816.962,827.021,812.182
71.575,71.775,5.753,5.83,5.735,5.782,827.02,839.488,864.246,856.832,827.02,,824.635,824.435,833.921,819.552
71.703,71.927,5.858,5.884,5.806,5.846,833.92,846.263,870.253,864.239,833.92,,831.572,831.372,839.49,827.021
71.857,72.088,5.917,6.365,5.872,5.899,839.489,852.185,876.7,870.246,839.489,,837.137,836.937,846.264,833.921
72.02,72.251,6.386,6.4,6.144,6.267,846.264,858.845,883.587,876.693,846.264,,843.943,843.743,852.186,839.49
72.184,72.613,6.412,6.423,6.376,6.394,852.185,866.271,889.772,883.58,852.185,,849.845,849.645,858.846,846.265
72.557,72.766,6.433,6.442,6.407,6.418,858.846,872.278,896.876,889.765,858.845,,856.531,856.331,866.272,852.186
72.688,73.086,6.452,6.462,6.428,6.438,866.272,878.716,904.297,896.869,866.271,,863.938,863.738,872.279,858.846
73.004,75.78,6.474,6.489,6.447,6.457,872.279,885.639,910.016,904.29,872.278,,869.945,869.745,878.717,866.272
75.72,76.783,6.552,6.565,6.468,6.481,878.716,891.81,916.677,910.009,878.716,,876.392,876.192,885.64,872.279
76.712,76.889,6.577,6.587,6.499,6.542,885.64,898.955,922.574,916.67,885.639,,883.279,883.079,891.811,878.717
76.84,77.007,6.597,6.607,6.56,6.571,891.811,906.314,928.547,922.567,891.81,,889.464,889.264,898.957,885.64
76.945,77.141,6.616,6.625,6.582,6.592,898.956,912.02,934.533,928.54,898.956,,896.568,896.368,906.315,891.811
77.069,77.281,6.634,6.645,6.602,6.611,906.315,918.749,940.685,934.526,906.314,,903.989,903.789,912.021,898.957
77.209,77.427,6.656,6.667,6.62,6.63,912.021,924.623,947.363,940.678,912.02,,909.708,909.508,918.75,906.315
77.366,77.578,6.683,6.702,6.639,6.65,918.749,930.593,953.235,947.357,918.749,,916.369,916.169,924.624,912.021
77.505,79.965,6.813,7.006,6.661,6.675,924.624,936.61,959.101,953.228,924.623,,922.266,922.066,930.594,918.75
79.913,80.085,7.037,7.063,6.692,6.717,930.594,942.767,966.461,959.094,930.593,,928.239,928.039,936.611,924.624
80.024,80.222,7.084,7.098,6.791,6.832,936.611,949.419,973.729,966.454,936.61,,934.225,934.025,942.768,930.594
80.153,81.323,7.109,7.119,6.911,6.988,942.768,955.314,981.164,973.722,942.767,,940.377,940.177,949.421,936.611
81.292,86.759,7.127,7.136,7.022,7.05,949.42,961.121,987.411,981.157,949.42,,947.055,946.855,955.316,942.768
86.7,86.863,7.143,7.151,7.075,7.092,955.315,968.513,993.372,987.403,955.315,,952.927,952.727,961.122,949.421
86.814,86.979,7.159,7.166,7.104,7.114,961.122,975.79,999.993,993.365,961.121,,958.793,958.593,968.514,955.316
86.924,87.107,7.173,7.179,7.123,7.131,968.514,983.161,1006.935,999.986,968.513,,966.153,965.953,975.792,961.122
87.046,87.235,7.187,7.193,7.14,7.147,975.791,989.491,1013.619,1006.928,975.791,,980.857,973.22,983.162,968.515
87.175,87.377,7.2,7.207,7.154,7.162,983.162,995.439,1020.668,1013.612,983.162,,987.102,980.657,989.492,975.792
87.311,87.537,7.214,7.22,7.169,7.176,989.492,1002.02,1027.073,1020.661,989.491,,993.063,986.902,995.441,983.163
87.47,87.73,7.226,7.233,7.183,7.19,995.44,1008.971,1033.047,1027.066,995.44,,999.685,992.863,1002.021,989.493
87.669,89.729,7.24,7.246,7.197,7.203,1002.021,1015.71,1039.099,1033.04,1002.021,,1006.627,999.485,1008.972,995.441
89.666,89.839,7.253,7.261,7.21,7.216,1008.972,1022.691,1045.531,1039.092,1008.971,,1013.311,1006.427,1015.711,1002.022
89.781,89.964,7.268,7.276,7.223,7.23,1015.711,1029.14,1052.764,1045.524,1015.71,,1020.36,1013.111,1022.692,1008.972
89.897,90.238,7.286,7.297,7.236,7.243,1022.692,1035.096,1059.816,1052.757,1022.691,,1026.765,1020.16,1029.141,1015.711
90.171,90.383,7.312,7.491,7.25,7.257,1029.141,1041.185,1066.43,1059.809,1029.14,,1032.739,1026.565,1035.097,1022.692
90.31,91.851,7.416,7.515,7.265,7.272,1035.097,1047.545,1073.017,1066.423,1035.097,,1038.79,1032.539,1041.186,1029.141
91.79,91.962,7.504,7.532,7.28,7.291,1041.186,1054.835,1078.601,1073.01,1041.186,,1045.223,1038.59,1047.547,1035.098
91.905,92.398,7.524,7.545,7.303,7.404,1047.546,1061.91,1085.651,1078.594,1047.546,,1052.456,1045.023,1054.836,1041.187
92.274,92.581,7.539,7.559,7.377,7.482,1054.836,1068.499,1091.744,1085.644,1054.835,,1059.508,1052.256,1061.911,1047.547
92.493,94.371,7.552,7.572,7.432,7.51,1061.911,1075.07,1097.459,1091.737,1061.91,,1066.122,1059.308,1068.501,1054.836
94.314,94.508,7.565,7.585,7.498,7.528,1068.5,1080.603,1104.73,1097.452,1068.5,,1072.709,1065.922,1075.071,1061.911
94.438,94.698,7.578,7.602,7.519,7.542,1075.071,1087.652,1111.792,1104.723,1075.07,,1078.293,1072.509,1080.605,1068.501
94.616,96.185,7.592,7.641,7.535,7.555,1080.604,1093.825,1119.098,1111.785,1080.604,,1085.343,1078.093,1087.653,1075.071
96.114,96.338,7.615,7.661,7.549,7.568,1087.653,1099.502,1126.415,1119.091,1087.652,,1091.436,1085.143,1093.826,1080.605
96.262,96.424,7.653,7.675,7.562,7.581,1093.826,1106.762,1133.429,1126.408,1093.825,,1097.151,1091.236,1099.503,1087.653
96.393,96.532,7.669,7.686,7.575,7.597,1099.503,1113.8,1139.228,1133.422,1099.502,,1104.422,1096.951,1106.763,1093.826
96.49,96.647,7.68,7.696,7.589,7.648,1106.763,1121.184,1145.848,1139.221,1106.762,,1111.484,1104.222,1113.801,1099.503
96.593,96.769,7.691,7.705,7.607,7.665,1113.801,1128.421,1151.865,1145.841,1113.8,,1118.79,1111.284,1121.185,1106.763
96.709,96.898,7.7,7.714,7.658,7.678,1121.185,1135.482,1159.343,1151.858,1121.184,,1126.107,1118.59,1128.423,1113.801
96.837,97.041,7.709,7.723,7.672,7.689,1128.422,1141.266,1166.909,1159.336,1128.422,,1133.121,1125.907,1135.483,1121.186
96.979,97.206,7.718,7.732,7.683,7.698,1135.483,1147.906,1172.767,1166.902,1135.482,,1138.92,1132.921,1141.267,1128.423
97.163,98.552,7.727,7.741,7.693,7.707,1141.267,1153.908,1179.425,1172.76,1141.266,,1145.54,1138.72,1147.907,1135.483
98.489,98.676,7.737,7.752,7.703,7.716,1147.907,1161.418,1184.975,1179.418,1147.906,,1151.557,1145.34,1153.909,1141.267
98.61,98.866,7.747,7.764,7.712,7.726,1153.909,1168.99,1191.119,1184.967,1153.908,,1159.035,1151.357,1161.419,1147.907
98.783,99.07,7.758,7.779,7.721,7.734,1161.419,1174.848,1197.189,1191.112,1161.418,,1166.601,1158.835,1168.991,1153.91
98.972,99.221,7.771,7.806,7.73,7.744,1168.991,1181.442,1203.929,1197.182,1168.99,,1172.459,1166.401,1174.85,1161.419
99.151,99.393,7.79,7.872,7.74,7.755,1174.849,1187.009,1210.925,1203.922,1174.849,,1179.117,1172.259,1181.443,1168.991
99.302,99.55,7.847,7.918,7.75,7.768,1181.443,1193.145,1217.998,1210.918,1181.442,,1184.666,1178.917,1187.01,1174.85
99.46,99.714,7.893,8.003,7.761,7.784,1187.01,1199.201,1224.971,1217.991,1187.01,,1190.811,1184.466,1193.147,1181.444
99.622,99.931,7.959,8.143,7.775,7.86,1193.146,1205.995,1231.374,1224.964,1193.146,,1196.881,1190.611,1199.202,1187.011
99.82,100.262,8.062,8.342,7.797,7.904,1199.202,1212.959,1237.89,1231.367,1199.201,,1203.621,1196.681,1205.996,1193.147
100.194,100.355,8.174,9.316,7.882,8.037,1205.996,1220.071,1243.943,1237.883,1205.995,,1210.617,1203.421,1212.96,1199.203
100.325,100.385,9.287,9.345,7.933,8.819,1212.96,1226.975,1250.463,1243.936,1212.959,,1217.69,1210.417,1220.072,1205.996
100.38,100.578,9.332,9.368,8.09,9.055,1220.072,1233.462,1257.04,1250.456,1220.071,,1224.663,1217.49,1226.976,1212.961
100.548,102.998,9.356,9.398,8.999,9.305,1226.976,1239.936,1263.889,1257.033,1226.975,,1231.066,1224.463,1233.463,1220.073
102.951,103.299,9.381,9.488,9.251,9.338,1233.463,1245.997,1271.049,1263.882,1233.462,,1237.582,1230.866,1239.937,1226.976
103.221,103.411,9.473,9.511,9.324,9.362,1239.936,1252.545,1276.944,1276.937,1239.936,,1243.635,1237.382,1245.999,1233.463
103.35,103.536,9.5,9.531,9.351,9.389,1245.998,1259.074,1282.788,1282.781,1245.998,,1250.155,1243.435,1252.546,1239.937
103.461,103.674,9.521,9.549,9.374,9.462,1252.546,1265.925,1288.507,1288.5,1252.545,,1256.732,1249.955,1259.075,1245.999
103.6,103.817,9.54,9.569,9.408,9.495,1259.075,1273.097,1294.302,1294.295,1259.074,,1263.581,1256.532,1265.926,1252.546
103.751,103.971,9.559,9.591,9.482,9.516,1265.926,1278.981,1300.818,1300.811,1265.925,,1270.741,1263.381,1273.098,1259.075
103.901,104.143,9.579,9.625,9.506,9.536,1273.097,1284.821,,,1273.097,,1276.636,1270.541,1278.983,1265.926
104.088,104.802,9.605,9.725,9.526,9.554,1278.982,1290.507,,,1278.982,,1282.48,1276.436,1284.822,1273.098
104.726,106.024,9.693,9.814,9.545,9.574,1284.822,1296.388,,,1284.822,,1288.199,1282.28,1290.508,1278.983
105.951,106.199,9.773,9.873,9.564,9.598,1290.508,1302.843,,,1290.507,,1293.994,1287.999,1296.389,1284.823
106.116,108.834,9.839,9.92,9.585,9.711,1296.389,,,,1296.388,,1300.51,1293.794,1302.844,1290.509
108.773,109.065,9.898,9.974,9.615,9.799,1302.844,,,,1302.843,,,1300.31,,1296.39
108.994,109.256,9.942,10.052,9.741,9.855,,,,,,,,,,
109.174,110.373,10.022,10.152,9.826,9.909,,,,,,,,,,
110.31,110.471,10.098,10.19,9.887,9.956,,,,,,,,,,
110.435,110.576,10.175,10.215,9.93,10.077,,,,,,,,,,
110.528,110.695,10.203,10.239,9.995,10.183,,,,,,,,,,
110.636,110.813,10.227,10.276,10.165,10.209,,,,,,,,,,
110.758,110.949,10.255,10.34,10.196,10.234,,,,,,,,,,
110.913,114.005,10.317,10.37,10.22,10.263,,,,,,,,,,
113.944,114.115,10.356,10.399,10.246,10.348,,,,,,,,,,
114.056,114.256,10.384,10.436,10.33,10.378,,,,,,,,,,
114.188,115.449,10.416,10.602,10.364,10.407,,,,,,,,,,
115.393,116.255,10.549,10.727,10.392,10.451,,,,,,,,,,
116.179,116.81,10.661,10.848,10.425,10.569,,,,,,,,,,
116.745,116.915,10.814,10.893,10.528,10.833,,,,,,,,,,
116.866,117.031,10.87,11.003,10.698,10.881,,,,,,,,,,
116.97,117.157,10.984,11.033,10.859,10.972,,,,,,,,,,
117.091,117.295,11.019,11.061,10.909,11.011,,,,,,,,,,
117.223,117.438,11.046,11.103,10.995,11.04,,,,,,,,,,
117.366,117.609,11.078,11.196,11.026,11.069,,,,,,,,,,
117.532,117.953,11.158,11.34,11.054,11.178,,,,,,,,,,
117.895,119.077,11.241,11.661,11.088,11.384,,,,,,,,,,
119.004,119.287,11.554,11.882,11.216,11.572,,,,,,,,,,
119.214,119.946,11.793,12.505,11.541,11.701,,,,,,,,,,
119.877,120.339,12.423,12.734,11.622,12.805,,,,,,,,,,
120.215,120.463,12.674,13.05,11.835,12.937,,,,,,,,,,
120.39,122.435,12.905,13.297,12.864,13.083,,,,,,,,,,
122.37,123.675,13.182,13.557,13.022,13.219,,,,,,,,,,
123.619,123.677,13.433,13.696,13.149,13.329,,,,,,,,,,
123.676,123.784,13.677,13.726,13.261,13.458,,,,,,,,,,
123.733,124.309,13.712,13.758,13.407,13.581,,,,,,,,,,
124.252,124.402,13.74,13.839,13.533,13.687,,,,,,,,,,
