Dev1/ai13 G input,Dev1/ai13 L input,Dev1/ai8 G input,Dev1/ai8 L input,Dev1/ai9 G input,Dev1/ai9 L input,Dev1/port0/line10 F output,Dev1/port0/line10 S output,Dev1/port0/line7 F output,Dev1/port0/line7 S output,Reached end condition,Session Finished,Tone F output,Tone S output,Trial name: Omer1-22.12.24 Finished,Trial name: Omer1-22.12.24 started
4.424,4.459,0.009,0.03,0.0,0.018,6.281,6.271,4.273,4.27,6.272,1286.371,3.962,3.762,6.282,0.0
4.601,4.681,0.102,0.127,0.049,0.082,13.301,13.291,11.298,11.29,13.291,,10.989,10.789,13.301,6.283
11.332,11.394,0.149,0.171,0.116,0.139,19.055,19.045,17.052,17.044,19.045,,16.743,16.543,19.055,13.302
11.662,11.727,0.197,0.238,0.16,0.184,25.117,25.107,23.115,23.107,25.108,,22.806,22.606,25.118,19.056
26.748,26.781,0.436,0.48,0.215,0.305,30.862,30.852,28.859,28.851,30.852,,28.55,28.35,30.862,25.118
26.784,26.794,0.517,0.762,0.463,0.498,36.928,36.918,34.925,34.917,36.919,,34.617,34.417,36.929,30.863
26.94,26.954,0.859,0.956,0.547,0.642,42.743,42.733,40.74,40.732,42.733,,40.431,40.231,42.743,36.929
26.957,26.964,1.018,1.387,0.673,0.99,49.698,49.688,47.696,47.688,49.689,,47.387,47.187,49.699,42.744
27.134,27.171,1.415,1.493,1.464,1.955,55.264,55.254,53.262,53.254,55.255,,52.953,52.753,55.265,49.699
27.192,27.198,1.629,1.927,2.209,2.324,62.016,62.006,60.013,60.005,62.006,,59.704,59.504,62.016,55.265
27.276,27.293,1.988,2.063,2.381,2.478,67.88,67.87,65.877,71.959,67.87,,65.568,65.368,67.88,62.016
27.416,27.435,2.354,2.545,2.768,2.906,73.97,73.96,71.967,77.881,73.96,,71.658,71.458,73.97,67.88
27.437,27.438,2.733,2.799,3.14,3.488,79.891,79.881,77.889,83.665,79.882,,77.58,77.38,79.892,73.971
27.449,27.451,2.858,3.172,3.54,3.596,85.676,85.666,83.673,90.669,85.666,,83.364,83.164,85.676,79.892
27.593,27.601,3.277,3.569,3.695,4.0,92.679,92.669,90.676,96.435,92.669,,90.367,90.167,92.679,85.676
27.766,27.783,3.913,4.105,4.15,4.246,98.445,98.435,96.443,103.016,98.436,,96.134,95.934,98.446,92.68
27.929,27.967,4.029,4.36,4.342,4.374,105.026,111.409,103.024,109.408,105.017,,102.715,102.515,105.027,98.446
28.148,28.187,4.3,4.405,4.397,4.414,111.419,117.644,109.416,115.643,111.409,,109.107,108.907,111.419,105.027
28.332,28.393,4.386,4.437,4.429,4.445,117.654,123.354,115.651,121.354,117.644,,115.342,115.142,117.654,111.419
28.666,28.761,4.422,4.467,4.459,4.473,123.364,130.297,121.362,128.296,123.355,,121.053,120.853,123.365,117.655
29.329,29.372,4.452,4.492,4.486,4.499,130.307,136.762,128.304,134.761,130.297,,127.995,127.795,130.307,123.365
29.447,29.491,4.479,4.519,4.512,4.525,136.772,143.096,134.769,141.095,136.762,,134.46,134.26,136.772,130.307
29.569,29.619,4.505,4.546,4.539,4.555,143.106,150.217,141.103,148.216,143.096,,140.794,140.594,143.106,136.772
29.709,29.756,4.532,4.58,4.571,4.589,150.227,155.891,148.224,153.891,150.217,,147.915,147.715,150.227,143.107
