Dev1/ai13 G input,Dev1/ai13 L input,Dev1/ai8 G input,Dev1/ai8 L input,Dev1/ai9 G input,Dev1/ai9 L input,Dev1/port0/line10 F output,Dev1/port0/line10 S output,Dev1/port0/line7 F output,Dev1/port0/line7 S output,Reached end condition,Session Finished,Tone F output,Tone S output,Trial name: first_v7 Finished,Trial name: first_v7 started
18.279,18.331,0.009,0.023,0.0,0.016,6.179,6.178,4.178,4.175,6.179,1319.954,3.868,3.668,6.18,0.0
18.409,18.46,0.035,0.045,0.028,0.039,13.079,20.137,11.062,11.056,13.079,,10.755,10.555,13.079,6.182
18.534,18.584,0.057,0.074,0.05,0.064,20.138,27.665,18.099,18.092,20.137,,17.791,17.591,20.138,13.08
18.658,18.716,0.117,0.133,0.126,0.141,27.666,33.662,25.612,25.606,27.666,,25.304,25.104,27.666,20.138
18.793,18.85,0.147,0.16,0.154,0.167,33.663,40.89,31.574,31.567,33.663,,31.266,31.067,33.664,27.667
18.93,18.986,0.173,0.187,0.179,0.196,40.89,46.745,38.893,38.886,40.89,,38.585,38.385,40.891,33.664
19.065,19.121,0.205,0.258,0.223,0.24,46.746,53.323,44.681,44.674,46.746,,44.373,44.173,46.747,40.891
19.199,19.25,0.283,0.376,0.27,0.299,53.324,59.274,51.281,51.273,53.324,,50.973,50.773,53.324,46.747
19.333,19.385,0.439,0.475,0.348,0.458,59.275,64.83,57.197,57.189,59.274,,56.888,56.688,59.275,53.325
19.473,19.54,0.541,0.576,0.559,0.595,64.831,72.349,62.794,62.787,64.83,,62.486,62.286,64.831,59.276
24.049,24.135,0.62,0.655,0.683,0.762,72.35,79.023,70.273,70.266,72.349,,69.965,69.765,72.35,64.831
24.225,24.299,1.012,1.033,0.99,1.024,79.024,86.325,77.017,77.01,79.024,,76.709,76.508,79.024,72.351
24.393,24.46,1.049,1.062,1.041,1.055,86.326,93.376,84.291,84.284,86.326,,83.982,83.782,86.327,79.025
24.735,24.777,1.076,1.101,1.069,1.086,93.376,99.892,91.293,91.286,93.376,,90.985,90.785,93.377,86.327
24.902,25.0,1.127,1.151,1.142,1.16,99.893,106.546,97.829,97.822,99.892,,97.521,97.321,99.893,93.377
25.246,25.326,1.168,1.183,1.175,1.19,106.547,112.326,104.484,104.477,106.547,,104.176,103.976,106.548,99.893
25.432,25.536,1.197,1.213,1.205,1.223,112.327,118.784,110.299,110.292,112.326,,109.991,109.791,112.327,106.548
25.645,25.719,1.234,1.302,1.255,1.277,118.785,124.433,116.693,116.686,118.784,,116.385,116.185,118.785,112.327
25.792,25.844,1.335,1.397,1.317,1.429,124.434,131.199,122.397,122.39,124.433,,122.089,121.889,124.434,118.785
25.91,25.97,1.516,1.539,1.502,1.529,131.2,138.517,129.127,129.12,131.199,,128.819,128.619,131.2,124.434
26.044,26.099,1.557,1.621,1.548,1.568,138.518,144.497,136.512,136.505,138.517,,136.204,136.004,138.518,131.2
26.177,26.239,1.634,1.645,1.613,1.628,144.498,151.592,142.476,142.47,144.498,,142.168,141.968,144.498,138.519
26.316,26.376,1.656,1.668,1.639,1.65,151.592,157.848,149.583,149.576,151.592,,149.275,149.075,151.593,144.499
