Dev1/ai13 G input,Dev1/ai13 L input,Dev1/ai8 G input,Dev1/ai8 L input,Dev1/ai9 G input,Dev1/ai9 L input,Dev1/port0/line10 F output,Dev1/port0/line10 S output,Dev1/port0/line7 F output,Dev1/port0/line7 S output,Reached end condition,Session Finished,Tone F output,Tone S output,Trial name: Omer1-22.12.24 Finished,Trial name: Omer1-22.12.24 started
3.644,3.698,0.021,0.059,0.0,0.038,5.425,5.423,3.423,3.422,5.424,1301.119,3.113,2.913,5.426,0.0
3.822,3.846,0.134,0.171,0.153,0.198,12.657,12.656,10.663,10.656,12.657,,10.354,10.154,12.658,5.427
10.786,10.803,0.366,0.499,0.243,0.336,19.99,19.989,17.995,17.988,19.989,,17.687,17.487,19.99,12.658
17.949,17.965,0.553,0.595,0.393,0.477,27.33,27.329,25.336,25.328,27.33,,25.027,24.827,27.33,19.991
18.208,18.275,0.848,0.943,0.519,0.635,34.395,34.394,32.4,32.393,34.394,,32.092,31.892,34.395,27.331
18.354,18.4,1.062,1.3,0.74,0.817,40.133,45.793,38.137,38.13,40.132,,37.829,37.629,40.133,34.396
18.484,18.537,1.407,1.516,1.09,1.198,45.794,52.252,43.799,43.792,45.794,,43.491,43.291,45.794,40.133
18.621,18.673,1.807,1.95,1.276,1.333,52.253,58.256,50.259,50.252,52.253,,49.951,49.751,52.254,45.795
18.751,18.805,2.001,2.039,1.376,1.437,58.257,65.13,56.263,56.255,58.257,,55.954,55.754,58.257,52.254
18.881,18.931,2.208,2.674,1.482,1.835,65.13,71.622,63.136,63.129,65.13,,62.828,62.628,65.131,58.258
19.01,19.05,2.7,2.72,2.024,2.061,71.623,77.381,69.628,69.621,71.623,,69.316,69.116,71.624,65.131
19.138,19.178,2.738,2.756,2.12,2.173,77.382,83.482,75.388,75.38,77.382,,75.08,74.88,77.383,71.624
19.267,19.314,2.789,2.814,2.405,2.501,83.483,89.71,81.489,81.482,83.483,,81.181,80.981,83.484,77.383
19.398,19.452,2.856,2.945,2.688,2.71,89.711,95.949,87.716,87.709,89.71,,87.408,87.208,89.711,83.484
19.534,19.591,2.99,3.206,2.729,2.747,95.95,101.631,93.955,93.948,95.95,,93.647,93.447,95.95,89.711
19.675,19.727,3.256,3.297,2.767,2.836,101.632,108.16,99.637,99.63,101.632,,99.329,99.129,101.632,95.951
19.816,19.863,3.367,3.408,2.885,2.914,108.161,115.06,106.165,106.158,108.161,,105.857,105.656,108.161,101.633
19.965,20.169,3.453,3.533,2.963,3.233,115.061,121.241,113.067,113.06,115.061,,112.759,112.559,115.062,108.162
20.106,20.336,3.561,3.664,3.278,3.385,121.242,127.025,119.247,119.24,121.241,,118.939,124.523,121.242,115.062
